,source,headline,date,body,topics,Business,Culture,Nature,Politics,Society,Sport
957,Iceland Review,Reduction of Capelin Quota May Be Necessary,2022/02/03,"New measurements of capelin stocks from the Marine and Freshwater Research Institute (MFRI) suggest that it might be necessary to reduce capelin quotas for the ongoing season by around 100,000 tonnes. This year’s quota was set at 904,200 tonnes and has not been higher in decades. MFRI’s final decision is expected by mid-February. In October 2021, the MFRI set a capelin catch quota for the 2021-2022 season at 904,000 tonnes following the autumn research expeditions. This quota was sevenfold that of the previous season’s quota, and a dramatic shift from 2019 and 2020, when no capelin catch quota was issued at all. The total landings of the 2020-2021 fishing year amounted to about 128,600 tonnes, among the lowest catches since 1980. Still, its export value amounted to 20 billion ISK [$154,500,000, €133,140,000]. Research vessels Árni Friðriksson and Bjarni Sæmundsson recently completed an expedition to assess the state of capelin stocks. The data collected suggest a total catch quota of 800,000 tonnes, which would be a 11% reduction from the previously issued quota. The recommendation is based on measurements taken off the Northeast, East, and Southeast coasts. Sea ice delayed measurements in the Westfjords region, which are expected to be done next week. A final quota recommendation will be issued after that expedition is complete. Capelin fishing has gone well this season, with two ships breaking records for the largest ever catch in Iceland.","Business,Nature",1,0,1,0,0,0
958,Iceland Review,"Largest Catch in Icelandic History – 3,400 Tonnes",2022/02/01,"Fishing vessel Börkur NK likely broke an Icelandic record when it landed 3,409 tonnes of capelin in Seyðisfjörður last week. The capelin had been caught over four days, and it took 18 hours to transfer it onto land. There are only two other vessels in the Icelandic fleet that could land a catch of similar size. Fish processing company Síldarvinnslan hf. posted about the catch last week, saying that only Börkur’s sister ship Vilhelm Þorsteinsson EA, as well as Beitir NK, would have the capacity to land such a large catch (with Beitir having significantly less cargo space than the other two ships). Eggert Ólafur Einarsson, factory manager of Síldvarvinnslan in Seyðisfjörður, says the capelin is high-grade. “This is quality material and the processing is going very well. There’s good fishing now and the processing is going very well,” Eggert stated, adding that the company was preparing to land from another vessel, Barði. Capelin catch quotas issued by the Icelandic Marine and Freshwater Research Institute have fluctuated in recent years, with no quota at all being issued in the 2019-2020 season. Last year’s quota was issued late, but later increased several times after research expeditions detected more fish. Hálfdan Hálfdanarson, who sat in the captain’s chair when Börkur headed out to sea once more, stated that the crew’s spirits were high. “Everyone’s in high spirits here on board, since we’re experiencing a real capelin season.”",Business,1,0,0,0,0,0
959,Iceland Review,Prices Expected to Keep Rising in Iceland,2022/01/31,"Commodity prices on world markets are at an all-time high and Iceland has not escaped the effects of that development, RÚV reports. Price increases are not expected to slow in Iceland in the coming months, according to Andrés Magnússon, CEO of the Icelandic Federation of Trade and Services (Icelandic: SÞV). Andrés says the Central Bank of Iceland has no tools at its disposal to combat rising prices. “We have not seen such increases during peacetime, those are the facts. All indexes, all commodity indices confirm it. No one would think that companies, whether large or small, in whatever form, could take this on [alone],” Andrés stated. “When there is such a large increase in the purchase price, it affects pricing, that’s nothing new.” He says the timing is particularly unfortunate in Iceland, as collective agreement negotiations are approaching. “The government must be concerned about this. We must draw attention to the fact that the government has already come to the aid of farmers, because fertiliser prices are doubling, apparently, and has given farmers a grant of ISK 700 million [$5.4 million, €4.9 million]. It will be interesting to see whether the government intends to come to the aid of the entire public, which will inevitably be affected by this.” Andrés says the Central Bank of Iceland has no tools to tackle so-called “imported inflation,” when the price of imports increases. “This is a situation we have no control over here [in Iceland] and the Central Bank has no tools or equipment in its arsenal to respond. So in that sense it’s entirely new, dealing with what we call imported inflation.” Social-Democratic Alliance MP Kristrún Frostadóttir stated that rising prices on the housing market played a big part in driving up inflation. “The largest part of the inflation that is above the inflation target is due to rising housing prices in these incredible times,” Krístrún stated, adding that the government could do more to address the issue. “A 17% increase in housing prices in one year is not normal and we are seeing this spread to other areas now. Now there is talk that domestic inflation is starting to pick up, why do you think that is? It’s because housing is the largest single item in individual accounting.”","Business,Society",1,0,0,0,1,0
960,Iceland Review,Nearly 100 Companies Overdue for Equal Pay Certification,2022/01/29,"Just under a quarter of the companies that are legally required to obtain equal pay certification still had yet to do so at the end of 2021. This according to new data published by the Directorate of Equality on Friday. A total of 415 companies should have completed certification by the end of 2021, but 94 (22.65%) of them had yet to do so. The equal pay certification mandate applies to any company that employs 25 or more workers on an annual basis, using the calendar year as a reference period. Per the government’s website, 147,000 employees, or roughly 80% of those who are active on the labour market, are covered by this mandate. The data shows that it is primarily companies with 90-149 employees that have yet to complete their certification. Fifty-eight of the 98 companies in this bracket, or 59.18%, are currently uncertified. Fifteen of the 54 qualifying municipalities (27.78%) have also yet to complete the certification. Equal pay certification became a legal mandate in July 2017, with the goal of “combating the gender pay gap and promoting gender equality in the labour market.” As of November 14, 2018, however, the grace period for companies to acquire certification was extended. Companies with an average of 250 employees or more were supposed to complete certification by December 31, 2019. Companies with an average of 150-249 employees were given until December 31, 2020. Companies with 90-142 employees had until December 31, 2021. Companies with 25-89 employees have until the end of this year. Per Friday’s announcement, however, the Directorate of Equality now believes that those companies that were supposed to complete the certification process by the end of 2019 and 2020 have been given “ample time” to do so. As such, the Directorate is currently preparing to announce its decision on the imposition of daily fines.",Business,1,0,0,0,0,0
961,Iceland Review,Majority of Icelandic Music Catalogue Sold to Universal Music,2022/01/24,"Iceland’s largest music label, Alda Music, has been bought by Universal Music/Ingrooves Music Group, the largest music corporation in the world, Vísir reports. The head of Iceland’s Musicians’ Union expects the acquisition to give Icelandic musicians “bigger speakers” and open doors for them abroad. The purchase directly impacts the majority of music released in Iceland as well as the local music industry as a whole. Alda Music was founded in 2016 by musicians Sölvi Blöndal and Ólafur Arnalds. The label purchased the rights to a large catalogue of Icelandic music previously belonging to Sena, including the music of current and decades-old hit artists. Alda, and now Ingrooves, hold the rights to 80% of all music released in Iceland, according to the company’s own figures. “In just a few years, Sölvi and his team at Alda have built Iceland’s most powerful distribution network with an incredible roster of local artists,” Bob Roback of Ingrooves stated on the purchase. “We are looking forward to working closely with them as we invest in the local music community and expand opportunities for artists both within Iceland and around the world.” The purchase could help increase value in the Icelandic music by increasing its reach abroad, according to Gunnar Hrafnsson, chairman of the Musician’s Union of Iceland (FÍH). “I think [Icelandic music] has got bigger speakers now. There is more capital behind it and a more powerful company.” Others in the industry may have more reservations about the sale. “Important to think about and discuss this news of a foreign company’s purchase of the distribution rights to a large portion of Icelandic music,” Icelandic musician Logi Pedro Stefánsson tweeted today. “As a small nation with a tiny language we have to stand guard over our cultural wealth and legacy, and how we support the arts as well as possible in the future.” It is clear the purchase will greatly impact the Icelandic music industry, Bragi Valdimar Skúlason, chairman of the Composer’s Rights Society of Iceland (STEF), told Fréttablaðið. “There are of course huge interests at stake here. There is a remarkable catalogue of Icelandic songs from the very start [of recording].” Bragi Valdimar points out that musicians still hold the rights to the songs themselves, though Universal has acquired the rights to the masters (or recordings). This could be positive for STEF, as Universal will invest in distributing the recordings. What impact the purchase of Alda will have is yet to be seen, Bragi Valdimar added, but it is just one step of a development that has been ongoing for some time, and not only in Iceland. “It’s been something of a trend that these independent labels have a tendency to merge together in the end.”","Business,Culture",1,1,0,0,0,0
962,Iceland Review,Government Approves Pandemic Grants for Bars and Restaurants,2022/01/18,"Iceland’s government has approved measures in support of restaurant and bar owners that have experienced a loss of income as a result of COVID-19 restrictions, RÚV reports. Owners will soon be able to apply for a so-called “rebound” grant up to a maximum of ISK 10-12 million [$77,900-93,400, €68,500-82,200], Foreign Affairs Minister Þórdís Kolbrún Reykfjörð Gylfadóttir stated following a cabinet meeting this morning. “We’re doing this specifically for those parties who have a liquor licence and have experienced a loss of income due to [COVID-19] infection prevention measures,” Þórdís told reporters. Asked whether the grants would be enough to keep bars and restaurants running, the Minister stated that she could not be the judge, but she believed the initiative would make a big difference. The government has also postponed insurance and tax payment deadlines for restaurants in order to ease financial strain on the industry. The rebound grants are expected to cost the government around ISK 1.5 billion [$116.8 million, €102.7 million]. Þórdís stated that the government was also considering measures in support of freelance and culture workers, other groups that have been hit hard by pandemic restrictions. Icelandic authorities tightened domestic COVID-19 restrictions last week, closing bars and clubs and extending operational restrictions on restaurants as the country fights its biggest ever wave of COVID-19 infection. Some restaurateurs have criticised the closures and restrictions, pointing to the fact that schools remain open, despite being a source of infection spread. Bragi Skaftason, who operates three restaurants in Reykjavík, has stated that reintroducing partial employment benefits, a pandemic response measure the government has discontinued, would be more helpful to restaurateurs than the government’s current economic response measures.","Business,Politics",1,0,0,1,0,0
963,Iceland Review,Additional Relief for Struggling Restaurants On the Way,2022/01/15,"The Icelandic government is promising additional relief subsidies for suffering businesses in the restaurant sector, RÚV reports. It is hoped that the measures—which include tax relief as well as extensions of existing subsidies—will be implemented within the next few days. The announcement comes in the wake of tightened domestic restrictions as COVID cases soar in Iceland and authorities scramble to ensure that the health system does not become overwhelmed. As of midnight on Friday, the general gathering limit is now 10 people and bars and clubs will be closed. Events and performances will also not be permitted. The current regulations will be in effect until February 2. See Also: Iceland Tightens Domestic COVID-19 Restrictions Restaurant and bar owners have repeatedly requested stronger governmental support to help weather financial insecurities created by the pandemic. On Friday afternoon, the government announced that it intends to allow restaurants to postpone paying tax and social security contributions. Relief grants will be extended. These measures are expected to be implemented right after the weekend. Closure subsidies are also expected to be extended and special subsidies for restaurants in distress should also be available. Þórdís Kolbrún Reykfjörð Gylfadóttir, who is acting Minister of Finance in the absence of Bjarni Benediktson, said that there isn’t much work left to be done on the proposal and she hopes that it will be on Monday’s parliamentary agenda. She noted that the relief measures come as a result of conversations with people in the events, tourism, restaurant, and cultural sectors. “What we’re doing right now is primarily focused on restaurants,” she stated. “[…] But we need to be mindful of the economy as a whole remaining strong. As such, we need to be smart about directing this targeted support to those who really need it.” Þórdís Kolbrún estimated that the government would spend over ISK 1 billion [$7.78 million] on these measures.",Business,1,0,0,0,0,0
964,Iceland Review,Residents and Local Council Oppose Silicon Plant Reopening,2022/01/13,"Arion Bank has plans to sell the silicon plant in Helguvík, Southwest Iceland, to PCC BakkiSilicon. The two parties have signed a statement of intent for the sale. Kjarninn reports that both residents and municipal authorities oppose the reopening of the plant. The plant opened in 2016, but was quickly plagued by operational troubles and ultimately went bankrupt amidst widespread community outcry over the environmental and health impact it was having on the surrounding communities.  “The Municipal Council of Reykjanesbær has repeatedly expressed its views on the operation of the silicon plant to Arion Bank,” local councillor Friðjón Einarsson stated, adding that there is opposition both among residents and local councillors to opening the plant. “We have formally requested to work with with the bank to dismantle the plant and start collaborating on developing employment in Helguvík. Unfortunately, that has not happened.” Arion Bank has drawn up plans to renovate, reopen, and expand the plant. The Icelandic National Planning Agency (Skipulagsstofnun) released a report on those plans on December 31, 2021, which stated that the changes would likely reduce malfunctions at the plant, a repeated issue when the plant was still in operation. The report also stated that while the renovations would lessen the plant’s impact on air quality, the impact would still be negative in the first phase of operation and quite negative if all four ovens were to operate at once. Read More: Emissions Will Increase by 10% if Plant Reopens “We will try everything we can to stop the reopening and will continue to ask the bank to halt [its plans],” Friðjón stated. “In my opinion, the bank has no right to do this and it’s really unbelievable that the bank isn’t listening to the area’s residents.” He points out that it was Arion Bank that funded the plant, a project that “failed miserably and [the bank] thus holds a lot of responsibility for how it went.” Friðjón says Reykjanesbær authorities have heard there is interest from abroad in buying the plant, dismantling it and exporting its parts abroad. Friðjón says local authorities have told PCC BakkiSilicon that the local residents have no interest in their purchase and reopening of the plant and will fight against it.",Business,1,0,0,0,0,0
965,Iceland Review,Coastal Fishermen Unhappy With Reduced Cod Quota,2022/01/12,"Small boat fishermen in Iceland are unhappy with the government’s decision to reduce their cod fishing quota from 10,000 tonnes down to 8,500 for the coming summer season, Vísir reports. Arthúr Bogason, chairman of the National Union of Small Boat Owners (Landssamband smábátaeigenda) says the government has not provided any data to support the decision and hopes it will be reconsidered. A meeting with Fisheries Minister Svandís Svavarsdóttir on the matter was inconclusive. Arthúr says he does not know whether the decision to reduce the quota was made in the Ministry of Fisheries and Agriculture or by the Directorate of Fisheries (Fiskistofa) but the union is working to find out. However, since the decision was made on December 21, the phone at the union office has not stopped ringing. He adds that the Left-Green Movement, the party to which Minister of Fisheries and Agriculture Svandís Svavarsdóttir belongs, has supported coastal fishermen in the past and worked to improve their conditions. The decision comes across as change of direction from the party. Arthúr brought up the issue in a meeting with Svandís one week ago. He stated that although the discussion went well and the union expects fruitful collaboration with the incoming minister. Last year a total of 670 fishermen held coastal fishing licences. Coastal fishing is not an easy job, according to Arthúr, but the number of fishermen in the field has remained relatively steady since 2009, when the current regulations governing coastal fishing were implemented. The regulations permit all fishermen to fish in coastal waters provided they fulfill certain requirements, which Arthúr describes as extensive. “Certain politicians predicted [coastal fishing] would explode. That thousands would sign up and it was best avoided.” However, since the current system was implemented, the number of fishermen has fluctuated between 600 and 726, according to Arthúr. “While handline fishing is romantic, there’s a lot of hard work and sweat and tears mixed in with the romance,” he stated.","Business,Nature,Politics",1,0,1,1,0,0
966,Iceland Review,More Icelandic Horses Exported This Year Than Ever,2021/12/23,"More than 3000 horses have been exported this year, an increase of more than 1000 since last year. This is a record high in export numbers and more than double the export numbers of just two years ago. The last record was set in 1996 when 2,841 Icelandic horses were exported in one year, but in 2010-2019 the numbers ranged from 1100-1500. This year, 3,341 horses have left Iceland, 361 studs, 1,426 geldings, and 1,554 mares. Of these, 845 horses were certified A, meaning that both the horse and its parents had undergone DNA analysis proving its family history. The top three export countries are Germany, Denmark, and Sweden, with 2,467 of the total exported horses, Germany alone receiving 1,477. This is according to data from Worldfengur, published by The Icelandic Agricultural Advisory Centre. Once they’ve left Iceland, the horses can never return. Importing horses is prohibited to protect the Icelandic horse breed that has lived in isolation in Iceland for centuries. Read more on Icelandic horses: Raising Riders (for subscribers)",Business,1,0,0,0,0,0
967,Iceland Review,Play Launches Flights to the US Next Spring,2021/12/17,"The Icelandic airline Play will begin offering flights to the US next spring. The airline will add three new aircraft to its fleet next year. As reported by Business Insider, the Icelandic airline PLAY has received initial approval from the US Department of Transportation to operate flights to the US. Tickets to the US went on sale yesterday. Play will begin flying to Washington/Baltimore on April 20 and Boston starting May 11. It will thereby become the third carrier to offer flights to the US; Icelandair offers flights to over a dozen destinations in the States, and the US airlines Delta and United are currently offering flights to the States in the summer. Speaking to RÚV yesterday, Play’s CEO Birgir Jónsson suggested that the airline would continue to focus on low prices – “a comfortable, clean, and secure way of transport,” as he remarked in his interview with Business Insider, as opposed to “an experience.” “It’s always been our aim to operate according to this model,” Birgir said to RÚV. “We’ve seen that what matters most in this business are ticket prices and, therefore, operational costs. We believe that we can secure our place in the market by offering the lowest prices.” Birgir added that he was not afraid of Icelandair responding to Play’s foray into the US market by lowering its prices – that lower prices would benefit all consumers. According to the flight schedule, Play will offer daily flights to the abovementioned destinations in spring, leaving Iceland in the afternoon and returning on the following mornings. As has been widely reported, the COVID-19 pandemic has had a profound impact on the airline industry. Birgir remains hopeful, however, that the state of affairs vis-a-vis the pandemic will have improved by next summer. “I think most of us expect the tourism industry to return to normal next summer, but like before, we must proceed cautiously; we’ll begin by offering flights to two new destinations and go from there.” With the addition of the three new aircraft next year, Play’s fleet will number six aeroplanes, and four new aircraft are expected to be added in 2023. When asked about the impact of COVID-19 on the airline’s operations, Birgir stated that it’s had its effect but that bookings have been steady: “All in all, we’re happy with the reception and how things have progressed.”","Business,Travel",1,0,0,0,0,0
968,Iceland Review,Log4j Vulnerability in Iceland: Uncertainty Phase Declared,2021/12/14,"The Department of Civil Protection and Emergency Management has declared an uncertainty phase due to the Log4j vulnerability affecting computer networks worldwide. Since last week, Icelandic authorities have been working to minimise the damage the vulnerability could potentially cause. The Log4j vulnerability primary affects businesses by putting their computer systems at risk of hacking. “The severity of the vulnerability lies first and foremost in how widespread the Log4j code library is and the depth and richness of the access it can provide to internal systems,” according to a notice from the Civil Protection Department. The notice points out that the vulnerability is not unique to Iceland but a global problem. “The public does not have to be particularly afraid of it regarding their home computers or mobile phones. However, it is always a good rule of thumb to update your virus protection and other software as soon as updates are announced.” Network and computer system operators in Iceland are encouraged to review all systems where the vulnerability could be present and updated them as soon as updates are available. Authorities also underline the importance of monitoring systems following an update in order to assess whether there are indications that the vulnerability was used to install malware while the systems were weak. The National Police Commissioner declared the uncertainty phase after consultation with computer emergency response team CERT-IS and the Electronic Communications Office of Iceland (ECOI). The Civil Protection Department and CERT-IS have activated their response plan for the protection of essential information infrastructure due to the vulnerability.","Business,Sci&Tech",1,0,0,0,0,0
969,Iceland Review,Electricity Shortage in Iceland Impacts Local Industry and Data Centres,2021/12/08,"Iceland’s National Power Company has made a sudden decision to reduce electricity supply to industrial operations, including fishmeal factories, aluminium smelters, and data centres, RÚV reports. The decision was made due to an energy shortage caused by a series of issues, including a problem at a power station, low hydro reservoir levels, and limited transmission capacity. The affected companies have either had to reduce operations or switch to other power sources such as oil. The National Power Company initially stated that cuts would be made in January, but decided yesterday that the supply would be reduced immediately. Sigríður Mogensen of The Federation of Icelandic Industries (SI) says the cuts have had an immediate effect on data centres. “We know of cases where Icelandic data centres have unfortunately had to close down customer service [yesterday]; early in the morning after this information became available. That means an immediate loss of revenue and we can keep in mind that the data processing industry generates at least ISK 20 billion in foreign exchange earnings for the national economy annually.” Iceland’s abundance of low-cost, renewable energy and low average temperatures that minimise the need for cooling systems have made it an attractive destination for data centres and cryptocurrency mining operations in recent years. Sigríður added that the current cuts could have a long-term impact on the industry by leading potential customers to question energy security in Iceland. “This main this is that this is a definite loss for the economy and we need to learn the lesson from this to plan further ahead.” CEO of Síldarvinnslan fishmeal factories, located in East Iceland, says the cuts will not impact production levels but will affect cost for the company, which will have to rely on oil for power. “Oil prices are high at the moment, whereas the price of electricity has taken into account that it is curtailable as it is now. So this will bring a rise in cost.” The capelin season is around the corner, meaning that fishmeal factories will have high energy needs.",Business,1,0,0,0,0,0
970,Iceland Review,"Up to a Third of Catch Discarded, Drone Surveillance Reveals",2021/12/07,"With the help of drone surveillance, Iceland’s Directorate of Fisheries has discovered ten times as many discard cases in the fishing industry in 2021 than in 2020. So far this year, the Directorate has processed at least 120 cases involving fishing companies, both large and small, that have discarded catch back into the ocean. Some of the cases involved the discard of two or more fish per minute and up to one third of a vessel’s total catch. Kjarninn reported first. Until 2021, the Directorate of Fisheries recorded around 10 cases of discard annually. Since introducing drone surveillance at the beginning of this year, that number has increased more than tenfold. The vast majority of these cases concluded with a written letter from the Directorate of Fisheries stating that catch should not be thrown back into the sea, while one case resulted in the temporary suspension of a fishing licence and three with formal warnings. The drone surveillance is mostly carried out from land, and as a consequence, the cases mostly involve smaller or medium-sized vessels that fish closer to the shore. Some drone surveillance was carried out from ships last spring, however. Four of this year’s cases involve bottom trawlers of the largest size. Elín Björg Ragnarsdóttir, head of the Directorate of Fisheries’ surveillance department, told RÚV that the spike in cases likely does not reflect an increase in the practice of discarding catch, rather simply that more instances are being discovered, though this cannot be confirmed. Discards constitute the portion of a catch of fish that is thrown back into the ocean and not retained on board a fishing vessel. The percentage of such fish that survives the process varies by species. Fish may be discarded due to being an unmarketable species, being below minimum landing size, or being fish that cannot be landed due to quota restrictions. Discard in the North Sea, for example, has been estimated at nearly 1 million tonnes annually, one-third of the total weight landed each year. Discarding catch at sea is illegal according to Icelandic law. Icelandic regulations require fishing vessels to retain most fish for which quotas have been set or species for which a market exists.","Business,Nature",1,0,1,0,0,0
971,Iceland Review,Iceland’s Tuna Quota Mostly Unused,2021/11/30,"Between 20 and 30 Japanese tuna fishing ships have been fishing just outside the borders of Icelandic waters, indicating that there is enough tuna for fishing within Icelandic jurisdiction, RÚV reports. Icelandic authorities release a tuna fishing quota, but it has rarely been used in recent years. Icelandic fishermen would need to acquire special ships in order to make tuna fishing commercially viable. Japanese ships have fished for tuna in the North Atlantic for decades, but how far north they venture varies. Around 15-20 years ago, it was common for Japanese ships to dock in Reykjavík harbour for provisions. According to information from the Icelandic Coast Guard, some of the Japanese ships that have been fishing near the Icelandic jurisdiction in recent years have been granted permission to enter into Icelandic waters due to weather and sea conditions. The quota given this year is 225 tonnes and it is mostly unused. Fishing company Vísir, based in Grindavík, Southwest Iceland, is one of the few Icelandic companies that has fished tuna, and did so for three years. “Not everyone agreed that it was profitable but we enjoyed it and gained valuable experience in those three years,” states the company’s CEO Pétur Hafsteinn Pálsson. “As fun as it was in the beginning, the excitement wore off when the weather started to worsen and the catch to decrease, [the tuna] seemed to swim out again and didn’t come as near to land.” Vísir used wet fish trawlers to fish tuna, slightly adapting them for the purpose. The fish were sent to Japan by air. Now that the tuna is further from land, specially-equipped freezer trawlers would be required to store the fish, and no such ships are currently available in Iceland. “First of all you have to freeze it at a much lower temperature than a regular fishing boat can do, so you need both a very low temperature and quick freezing,” Pétur stated. While tuna fishing isn’t entirely out of the picture sometime in the future, the pandemic has delayed all such projects in the industry.",Business,1,0,0,0,0,0
972,Iceland Review,First Ever Cases of Infectious Salmon Anaemia in Iceland,2021/11/29,"The Icelandic Food and Veterinary Authority (MAST) has found evidence of infectious salmon anaemia (ISA) in an open-net salmon farm in Reyðarfjörður fjord, East Iceland. ISA is a highly infectious viral disease that has no treatment and causes high mortality in farmed Atlantic salmon. This is the first time the virus has been diagnosed in Icelandic waters. The virus has been diagnosed in a salmon farm owned by Laxar fiskeldi ehf. Follow-up tests are now being conducted to confirm the diagnosis. A decision has been made to slaughter all of the fish in the pen where the virus was detected. Fish in the farm’s other pens appear to be healthy, according to the notice from MAST. It will, however, be closely monitored in the near future. The ISA virus is harmless to humans and is not transmitted through fish products. It is also known as “salmon flu,” and belongs to the Orthomyxoviridae family of influenza viruses and has most of the characteristics of influenza viruses known in mammals and birds. A benign variant of the virus is widespread and “probably found everywhere in salmons’ environment,” according to the notice from MAST. The pathogenic ISA virus, like the one that has now been detected in Iceland for the first time, is created by mutation of the benign variant. The first case of ISA was detected in Norway in 1984. Since then it has been detected in many other salmon farming nations, including Canada (1996), Scotland (1998), the Faroe Islands (2000), the USA (2001), Chile (2001), and Ireland (2002). “The diagnosis of the virus emphasises the importance of monitoring and infection control in order to maintain good disease status in Iceland and prevent diseases such as ISA emerge and get a foothold in salmon farms,” the MAST statement concludes.",Business,1,0,0,0,0,0
973,Iceland Review,MAST Reviewing Footage of Mistreated Mares in Youtube Doc,2021/11/23,"The Icelandic Food and Veterinary Authority is currently reviewing footage from a Youtube documentary that features clips of Icelandic mares being mistreated during blood-collection procedures. The conditions and conduct caught on camera are “utterly unacceptable,” says the Chairman of the Horse Breeders Association of Iceland. On November 19, Tierschutzbund Zürich (TSB, Switzerland) and the Animal Welfare Foundation (AWF, Germany) posted a documentary to Youtube under the heading “Iceland – Land of the 5,000 Blood Mares.” The documentary reports on the activities within so-called “blood farms” in Iceland, where blood is drawn from mares in early pregnancy to extract ECG (previously known as pregnant mare’s serum gonadotropin or PMSG): a hormone commonly used in concert with progestogens to induce ovulation in livestock prior to artificial insemination. The documentary features footage from hidden cameras showing workers beating and shouting at horses. The filmmakers claim to have discovered “widespread animal-welfare violations” in Iceland, which run counter to claims made by pharmaceutical companies on the nature of blood-collection procedures in the country. As noted by MAST, the extraction of ECG from pregnant mares is a growing industry in Iceland; blood from almost 5,400 mares, on 119 farms, has been drawn in 2021. Following coverage of the documentary in the media, various parties connected to blood-collection farms in Iceland have commented publicly. In a press release on Sunday, Ísteka – which manufactures pharmaceuticals from the blood of mares – denounced the treatment of the animals in the documentary: “Ísteka disapproves strongly of sourcing practices that do not comply with the high animal welfare standards we work by and that we recommend to our customers and colleagues. We have immediately started an internal supplier review to investigate the allegations and cannot comment any further on this at this time.” In an interview with Vísir, farmer Sæunn Þórarinsdóttir criticized the footage recorded on her property on the grounds that it lacked context. “None of my operations have anything to do with what is seen in that video,” she stated.  Sæunn further alleged that the documentarians misrepresented reality on several occasions. (Early on in the video, for example, the documentarians say that they’re being followed by a veterinarian driving a grey jeep. “The veterinarian in question was simply on his way home,” Sæunn told Vísir.) “The footage is horrible to watch and not at all an accurate depiction of our operations. We have a complete ban on violence; I would personally beat anyone who laid a finger on my horses,” Sæunn remarked. In a public statement released yesterday, the Icelandic Food and Veterinary Authority (MAST) announced that it was reviewing the footage seen in the documentary. “The procedures caught on film appear to violate operational conditions, which stipulate the horses’ welfare be ensured.” In the statement, MAST stressed that the supervision of blood-collection procedures is a priority. “Since the regulation on the welfare of horses came into effect in 2014, MAST has established clear conditions for blood-extraction procedures performed on pregnant mares, and we have gradually ramped up supervision.” According to the statement, MAST inspectors pay annual visits to a fifth of blood-collecting farms in Iceland during the time that procedures are being performed. “If, during inspections, serious deviations from protocol are noted, operations are stopped; the operations of five facilities has been halted since 2014.” In an interview with the radio station Rás 2 this morning, Sveinn Steinarsson, Chairman of the Horse Breeders Association of Iceland, stated that it was clear that the horses in the video had been mistreated: blood-collection is a sensitive procedure that demands great care. “The extraction of blood from pregnant mares has been practiced for almost 40 years and the fact that the operating conditions are, after all this time – and given especially how extensive these operations have become – so unsatisfactory is utterly unacceptable,” Sveinn remarked in the interview. While he condemned the mistreatment of mares in the documentary, Sveinn warned against generalization: “I expect that conditions are acceptable in most places, but, as it stands, our discussion is beginning with the lowest-common denominator.” Sveinn concluded by stating that those who were charged with the supervision of blood-collection procedures in Iceland had many questions to answer. “As far as what is depicted in the documentary, I expect no stone to be left unturned.” This article was updated at 15:17.",Business,1,0,0,0,0,0
974,Iceland Review,Sara Björk Wins European Championship,2020/09/01,"Icelandic football player Sara Björk Gunnarsdóttir has won the 2020 UEFA Champions League alongside her team Olympique Lyonnais. In the finals last Saturday, Sara became the first Icelander to score a goal in a European championship match. Lyon snatched the title with a 3-1 victory against Sara’s former club Wolfsburg. “I’m just coming back down to Earth and realising that I’ve become a European champion,” the midfielder said in an interview with Vísir yesterday. “It’s been a dream and a goal for a really long time. It’s unbelievably sweet to have the title in your hands.” Lyon, which has often been called the strongest women’s team in the world, acquired Sara just this year. The club is defending champion of Division 1 Féminine, having won the league for 14 consecutive seasons, a world record in any sport. This is its seventh Champions League title. Sara thanked her well-wishers in an Instagram post this morning, saying she was “proud to be an Icelander.” She dedicated her title to the girls and boys who dream of making a career in football. “There are no limits.”   Vá takk fyrir allar fallegu kveðjunar!❤️Litla Ísland segja þeir🤷🏽‍♀️ Þessi er titill er meðal annars tileinkaður til allra fótboltastelpna og stráka sem eiga sér þann draum um að komast eins langt og þeim dreymir um! Það eru engin takmörk! ❤️💪🏼🔥 Stolt að vera Íslendingur 🇮🇸 A post shared by  Sara Björk Gunnarsdóttir (@sarabjork90) on Sep 1, 2020 at 3:11am PDT ",Sport,0,0,0,0,0,1
